,timestamp,poi_id,frequency
0,2014-01-01 12:00:00,63,8
1,2014-01-01 13:00:00,63,17
2,2014-01-01 14:00:00,63,0
3,2014-01-01 15:00:00,63,1
4,2014-01-01 16:00:00,63,5
5,2014-01-01 17:00:00,63,2
6,2014-01-01 18:00:00,63,0
7,2014-01-01 19:00:00,63,0
8,2014-01-01 20:00:00,63,0
9,2014-01-01 21:00:00,63,0
10,2014-01-01 22:00:00,63,0
11,2014-01-01 23:00:00,63,0
12,2014-01-02 00:00:00,63,0
13,2014-01-02 01:00:00,63,0
14,2014-01-02 02:00:00,63,0
15,2014-01-02 03:00:00,63,0
16,2014-01-02 04:00:00,63,0
17,2014-01-02 05:00:00,63,0
18,2014-01-02 06:00:00,63,0
19,2014-01-02 07:00:00,63,0
20,2014-01-02 08:00:00,63,0
21,2014-01-02 09:00:00,63,0
22,2014-01-02 10:00:00,63,9
23,2014-01-02 11:00:00,63,15
24,2014-01-02 12:00:00,63,4
25,2014-01-02 13:00:00,63,11
26,2014-01-02 14:00:00,63,8
27,2014-01-02 15:00:00,63,6
28,2014-01-02 16:00:00,63,9
29,2014-01-02 17:00:00,63,0
30,2014-01-02 18:00:00,63,0
31,2014-01-02 19:00:00,63,0
32,2014-01-02 20:00:00,63,0
33,2014-01-02 21:00:00,63,0
34,2014-01-02 22:00:00,63,0
35,2014-01-02 23:00:00,63,0
36,2014-01-03 00:00:00,63,0
37,2014-01-03 01:00:00,63,0
38,2014-01-03 02:00:00,63,0
39,2014-01-03 03:00:00,63,0
40,2014-01-03 04:00:00,63,0
41,2014-01-03 05:00:00,63,0
42,2014-01-03 06:00:00,63,0
43,2014-01-03 07:00:00,63,0
44,2014-01-03 08:00:00,63,0
45,2014-01-03 09:00:00,63,0
46,2014-01-03 10:00:00,63,22
47,2014-01-03 11:00:00,63,12
48,2014-01-03 12:00:00,63,10
49,2014-01-03 13:00:00,63,11
50,2014-01-03 14:00:00,63,5
51,2014-01-03 15:00:00,63,24
52,2014-01-03 16:00:00,63,12
53,2014-01-03 17:00:00,63,6
54,2014-01-03 18:00:00,63,0
55,2014-01-03 19:00:00,63,0
56,2014-01-03 20:00:00,63,0
57,2014-01-03 21:00:00,63,0
58,2014-01-03 22:00:00,63,0
59,2014-01-03 23:00:00,63,0
60,2014-01-04 00:00:00,63,0
61,2014-01-04 01:00:00,63,0
62,2014-01-04 02:00:00,63,0
63,2014-01-04 03:00:00,63,0
64,2014-01-04 04:00:00,63,0
65,2014-01-04 05:00:00,63,0
66,2014-01-04 06:00:00,63,0
67,2014-01-04 07:00:00,63,0
68,2014-01-04 08:00:00,63,0
69,2014-01-04 09:00:00,63,1
70,2014-01-04 10:00:00,63,28
71,2014-01-04 11:00:00,63,17
72,2014-01-04 12:00:00,63,17
73,2014-01-04 13:00:00,63,4
74,2014-01-04 14:00:00,63,12
75,2014-01-04 15:00:00,63,10
76,2014-01-04 16:00:00,63,4
77,2014-01-04 17:00:00,63,8
78,2014-01-04 18:00:00,63,0
79,2014-01-04 19:00:00,63,0
80,2014-01-04 20:00:00,63,0
81,2014-01-04 21:00:00,63,0
82,2014-01-04 22:00:00,63,0
83,2014-01-04 23:00:00,63,0
84,2014-01-05 00:00:00,63,0
85,2014-01-05 01:00:00,63,0
86,2014-01-05 02:00:00,63,0
87,2014-01-05 03:00:00,63,0
88,2014-01-05 04:00:00,63,0
89,2014-01-05 05:00:00,63,0
90,2014-01-05 06:00:00,63,0
91,2014-01-05 07:00:00,63,0
92,2014-01-05 08:00:00,63,0
93,2014-01-05 09:00:00,63,0
94,2014-01-05 10:00:00,63,0
95,2014-01-05 11:00:00,63,0
96,2014-01-05 12:00:00,63,7
97,2014-01-05 13:00:00,63,0
98,2014-01-05 14:00:00,63,4
99,2014-01-05 15:00:00,63,2
100,2014-01-05 16:00:00,63,4
101,2014-01-05 17:00:00,63,2
102,2014-01-05 18:00:00,63,0
103,2014-01-05 19:00:00,63,0
104,2014-01-05 20:00:00,63,0
105,2014-01-05 21:00:00,63,0
106,2014-01-05 22:00:00,63,0
107,2014-01-05 23:00:00,63,0
108,2014-01-06 00:00:00,63,0
109,2014-01-06 01:00:00,63,0
110,2014-01-06 02:00:00,63,0
111,2014-01-06 03:00:00,63,0
112,2014-01-06 04:00:00,63,0
113,2014-01-06 05:00:00,63,0
114,2014-01-06 06:00:00,63,0
115,2014-01-06 07:00:00,63,0
116,2014-01-06 08:00:00,63,0
117,2014-01-06 09:00:00,63,0
118,2014-01-06 10:00:00,63,0
119,2014-01-06 11:00:00,63,0
120,2014-01-06 12:00:00,63,0
121,2014-01-06 13:00:00,63,0
122,2014-01-06 14:00:00,63,0
123,2014-01-06 15:00:00,63,0
124,2014-01-06 16:00:00,63,0
125,2014-01-06 17:00:00,63,0
126,2014-01-06 18:00:00,63,0
127,2014-01-06 19:00:00,63,0
128,2014-01-06 20:00:00,63,0
129,2014-01-06 21:00:00,63,0
130,2014-01-06 22:00:00,63,0
131,2014-01-06 23:00:00,63,0
132,2014-01-07 00:00:00,63,0
133,2014-01-07 01:00:00,63,0
134,2014-01-07 02:00:00,63,0
135,2014-01-07 03:00:00,63,0
136,2014-01-07 04:00:00,63,0
137,2014-01-07 05:00:00,63,0
138,2014-01-07 06:00:00,63,0
139,2014-01-07 07:00:00,63,0
140,2014-01-07 08:00:00,63,0
141,2014-01-07 09:00:00,63,0
142,2014-01-07 10:00:00,63,0
143,2014-01-07 11:00:00,63,5
144,2014-01-07 12:00:00,63,0
145,2014-01-07 13:00:00,63,3
146,2014-01-07 14:00:00,63,0
147,2014-01-07 15:00:00,63,0
148,2014-01-07 16:00:00,63,4
149,2014-01-07 17:00:00,63,0
150,2014-01-07 18:00:00,63,0
151,2014-01-07 19:00:00,63,0
152,2014-01-07 20:00:00,63,0
153,2014-01-07 21:00:00,63,0
154,2014-01-07 22:00:00,63,0
155,2014-01-07 23:00:00,63,0
156,2014-01-08 00:00:00,63,0
